Product,Old Target,New Target,Target Change,Old Revenue,New Revenue,Revenue Change,Old Freq Below,New Freq Below,Old Freq Above,New Freq Above,Old Margin,New Margin,Margin Change,Improved
Gorgeous Wooden Shoes,3417,2279,-1138,14396,14396,0,2,1,0,1,-6106,722,6828,YES
Aerodynamic Concrete Clock,2645,1977,-668,20826,20826,0,3,1,0,2,-5624,1056,6680,YES
Lightweight Granite Table,3201,2645,-556,33423,33423,0,3,1,0,2,-4989,1683,6672,YES
Heavy Duty Steel Watch,2746,2008,-738,19027,19027,0,2,1,0,1,-5687,955,6642,YES
Ergonomic Rubber Plate,2555,1726,-829,14537,14537,0,2,1,0,1,-5903,729,6632,YES
Lightweight Iron Chair,2732,1416,-1316,7455,7455,0,1,0,0,1,-6205,375,6580,YES
Intelligent Concrete Coat,2982,2436,-546,30789,30789,0,4,2,1,3,-4995,1557,6552,YES
Small Silk Gloves,2779,1843,-936,13587,13587,0,3,1,0,2,-5866,686,6552,YES
Mediocre Copper Wallet,2703,1885,-818,15884,15884,0,2,1,0,1,-5740,804,6544,YES
Enormous Linen Coat,2727,2074,-653,21845,21845,0,2,1,0,1,-5425,1105,6530,YES
Lightweight Granite Shoes,2676,1862,-814,15688,15688,0,3,2,0,1,-5720,792,6512,YES
Synergistic Leather Coat,2705,1982,-723,18787,18787,0,2,0,0,2,-5558,949,6507,YES
Rustic Aluminum Coat,2764,1957,-807,16491,16491,0,2,1,0,1,-5621,835,6456,YES
Gorgeous Leather Shoes,2395,1679,-716,15915,15915,0,2,0,0,2,-5640,804,6444,YES
Fantastic Granite Computer,2391,2013,-378,36030,36030,0,4,1,0,3,-4617,1809,6426,YES
Fantastic Leather Table,3022,1953,-1069,12338,12338,0,2,1,0,1,-5794,620,6414,YES
Enormous Granite Knife,3086,2374,-712,22493,22493,0,2,1,0,1,-5281,1127,6408,YES
Awesome Wooden Chair,2356,1723,-633,18146,18146,0,3,1,0,2,-5414,916,6330,YES
Gorgeous Copper Chair,2964,1912,-1052,12078,12078,0,2,1,0,1,-5706,606,6312,YES
Gorgeous Leather Watch,2721,1933,-788,16287,16287,0,2,0,0,2,-5481,823,6304,YES
Synergistic Linen Pants,2603,1817,-786,15308,15308,0,2,0,0,2,-5516,772,6288,YES
Fantastic Linen Shoes,2443,1226,-1217,6455,6455,0,1,0,0,1,-5760,325,6085,YES
Enormous Wool Wallet,2108,1390,-718,11715,11715,0,2,0,0,2,-5149,595,5744,YES
Awesome Plastic Hat,2177,1035,-1142,5450,5450,0,1,0,0,1,-5435,275,5710,YES
Mediocre Iron Wallet,2446,1304,-1142,6865,6865,0,1,0,0,1,-5365,345,5710,YES
Durable Bronze Wallet,3132,1714,-1418,7220,7220,0,1,0,0,1,-5308,364,5672,YES
Durable Concrete Clock,2204,1394,-810,10277,10277,0,2,1,0,1,-5151,519,5670,YES
Sleek Iron Pants,2717,1593,-1124,8389,8389,0,2,1,0,1,-5196,424,5620,YES
Rustic Iron Bench,3167,2550,-617,24172,24172,0,2,0,0,2,-4331,1222,5553,YES
Practical Steel Watch,2938,1829,-1109,9633,9633,0,2,0,0,2,-5057,488,5545,YES
Ergonomic Leather Knife,2533,1981,-552,20865,20865,0,3,1,1,3,-4465,1055,5520,YES
Small Leather Computer,2337,1665,-672,13804,13804,0,2,0,0,2,-4892,484,5376,YES
Awesome Plastic Coat,2750,1679,-1071,8841,8841,0,2,0,0,2,-4909,446,5355,YES
Durable Copper Coat,2696,2162,-534,22760,22760,0,3,2,1,2,-4200,1140,5340,YES
Enormous Rubber Bench,3158,2270,-888,14340,14340,0,2,0,0,2,-4608,720,5328,YES
Fantastic Plastic Keyboard,2863,1977,-886,12495,12495,0,2,1,0,1,-4683,633,5316,YES
Enormous Rubber Bench,2360,1478,-882,9336,9336,0,2,1,0,1,-4824,468,5292,YES
Practical Copper Bottle,2892,2306,-586,21859,21859,0,2,1,0,1,-4169,1105,5274,YES
Gorgeous Bronze Knife,2513,1196,-1317,4784,4784,0,1,0,0,0,-5268,0,5268,YES
Intelligent Copper Bottle,2461,1415,-1046,7450,7450,0,1,0,0,1,-4855,375,5230,YES
Mediocre Steel Shirt,2666,1368,-1298,5760,5760,0,1,0,0,1,-4904,288,5192,YES
Mediocre Wool Lamp,2341,1699,-642,14314,14314,0,2,1,0,1,-4414,722,5136,YES
Gorgeous Paper Plate,2399,1556,-843,9828,9828,0,2,1,0,1,-4566,492,5058,YES
Mediocre Wooden Gloves,2195,1634,-561,15480,15480,0,2,1,0,1,-4275,774,5049,YES
Small Iron Bag,2558,2100,-458,24322,24322,0,3,0,0,3,-3816,1222,5038,YES
Heavy Duty Rubber Hat,2194,1479,-715,10902,10902,0,2,0,0,2,-4456,549,5005,YES
Durable Copper Bench,2681,1848,-833,11676,11676,0,2,0,0,2,-4410,588,4998,YES
Durable Marble Computer,1990,1741,-249,36666,36666,0,5,1,2,6,-3134,1846,4980,YES
Awesome Wool Chair,2476,1482,-994,7800,7800,0,1,0,0,1,-4580,390,4970,YES
Aerodynamic Marble Clock,2788,1796,-992,9455,9455,0,1,0,0,1,-4485,475,4960,YES
Mediocre Concrete Wallet,2766,2216,-550,20998,20998,0,2,1,0,1,-3896,1054,4950,YES
Enormous Aluminum Keyboard,2424,1446,-978,7545,7545,0,1,0,0,1,-4575,315,4890,YES
Sleek Steel Chair,2430,1894,-536,17952,17952,0,2,1,0,1,-3918,906,4824,YES
Fantastic Granite Pants,2900,1695,-1205,7140,7140,0,1,0,0,1,-4460,360,4820,YES
Intelligent Plastic Bag,2778,1824,-954,9600,9600,0,1,0,0,1,-4290,480,4770,YES
Synergistic Wool Chair,2471,1527,-944,8015,8015,0,1,0,0,1,-4340,380,4720,YES
Ergonomic Iron Wallet,3152,1973,-1179,8308,8308,0,1,0,0,1,-4300,416,4716,YES
Fantastic Marble Coat,2989,2407,-582,20276,20276,0,3,2,1,2,-3636,1020,4656,YES
Gorgeous Iron Chair,2117,1539,-578,12968,12968,0,2,1,0,1,-3968,656,4624,YES
Lightweight Copper Bottle,2387,1810,-577,15251,15251,0,2,1,0,1,-3845,771,4616,YES
Small Wool Watch,2849,1926,-923,10095,10095,0,1,0,0,1,-4150,465,4615,YES
Awesome Wool Chair,2945,1807,-1138,7392,7392,0,1,0,0,1,-4388,164,4552,YES
Intelligent Steel Keyboard,3284,2374,-910,12495,12495,0,1,0,0,1,-3925,625,4550,YES
Lightweight Rubber Watch,2238,1489,-749,9243,9243,0,2,0,0,2,-4185,309,4494,YES
Enormous Iron Car,2851,1729,-1122,7280,7280,0,1,0,0,1,-4124,364,4488,YES
Heavy Duty Granite Knife,1997,1361,-636,10036,10036,0,2,1,0,1,-3943,509,4452,YES
Heavy Duty Plastic Pants,2673,1572,-1101,6584,6584,0,1,0,0,1,-4108,296,4404,YES
Incredible Copper Chair,1830,1098,-732,6939,6939,0,3,1,0,2,-4041,351,4392,YES
Synergistic Leather Gloves,2170,1292,-878,6805,6805,0,1,0,0,1,-4045,345,4390,YES
Mediocre Copper Watch,2937,2061,-876,10850,10850,0,1,0,0,1,-3835,545,4380,YES
Fantastic Granite Table,2411,1928,-483,18275,18275,0,3,1,1,3,-3424,923,4347,YES
Synergistic Plastic Wallet,2233,1148,-1085,4836,4836,0,1,0,0,1,-4096,244,4340,YES
Rustic Granite Computer,2560,1475,-1085,6214,6214,0,2,1,0,1,-4026,314,4340,YES
Aerodynamic Copper Table,2981,1897,-1084,7988,7988,0,1,0,0,1,-3936,400,4336,YES
Lightweight Aluminum Gloves,2594,1727,-867,9090,9090,0,1,0,0,1,-3880,455,4335,YES
Awesome Cotton Bottle,2021,1480,-541,12466,12466,0,3,1,0,2,-3702,626,4328,YES
Incredible Wooden Knife,2584,2330,-254,41705,41705,0,3,2,1,2,-2223,2095,4318,YES
Intelligent Linen Table,3005,2145,-860,11290,11290,0,1,0,0,1,-3735,565,4300,YES
Rustic Silk Watch,2333,1724,-609,12711,12711,0,2,1,0,1,-3620,643,4263,YES
Incredible Granite Plate,1913,1610,-303,23731,23731,0,3,2,1,2,-3051,1191,4242,YES
Practical Iron Shirt,2926,1866,-1060,7860,7860,0,2,0,0,2,-3844,396,4240,YES
Aerodynamic Paper Bag,2614,1560,-1054,6572,6572,0,1,0,0,1,-3884,332,4216,YES
Enormous Steel Clock,3422,2027,-1395,6404,6404,0,2,1,0,1,-3862,323,4185,YES
Small Granite Clock,2953,1912,-1041,8054,8054,0,2,1,0,1,-3758,406,4164,YES
Ergonomic Paper Clock,2913,2083,-830,10965,10965,0,2,1,0,1,-3600,550,4150,YES
Aerodynamic Aluminum Plate,2371,1541,-830,8118,8118,0,2,1,0,1,-3737,413,4150,YES
Lightweight Marble Coat,2569,1885,-684,11910,11910,0,2,1,0,1,-3504,600,4104,YES
Awesome Leather Shoes,2464,1439,-1025,6060,6060,0,1,0,0,1,-3796,304,4100,YES
Synergistic Paper Keyboard,2427,1974,-453,18704,18704,0,2,0,0,2,-3139,938,4077,YES
Incredible Rubber Shoes,2643,2134,-509,17977,17977,0,2,1,0,1,-3167,905,4072,YES
Fantastic Bronze Table,2044,1366,-678,8630,8630,0,2,1,0,1,-3634,434,4068,YES
Enormous Granite Bag,2267,1456,-811,7665,7665,0,1,0,0,1,-3670,385,4055,YES
Fantastic Linen Pants,2859,2057,-802,10830,10830,0,1,0,0,1,-3465,545,4010,YES
Lightweight Linen Pants,2980,1647,-1333,5202,5202,0,1,0,0,1,-3738,261,3999,YES
Sleek Linen Plate,1945,1660,-285,24475,24475,0,4,1,0,3,-2755,1235,3990,YES
Ergonomic Aluminum Wallet,2756,1762,-994,7420,7420,0,1,0,0,1,-3604,372,3976,YES
Synergistic Leather Coat,2889,2096,-793,11038,11038,0,2,1,0,1,-3407,558,3965,YES
Small Wool Plate,2266,1474,-792,7760,7760,0,1,0,0,1,-3570,390,3960,YES
Durable Paper Table,2926,1941,-985,8176,8176,0,1,0,0,1,-3528,412,3940,YES
Aerodynamic Iron Car,2900,2117,-783,11145,11145,0,1,0,0,1,-3355,560,3915,YES
Rustic Concrete Pants,2398,1746,-652,11028,11028,0,2,0,0,2,-3360,552,3912,YES
Practical Plastic Shoes,2280,1306,-974,5432,5432,0,1,0,0,1,-3688,208,3896,YES
Mediocre Marble Table,2395,1617,-778,8515,8515,0,1,0,0,1,-3460,430,3890,YES
Mediocre Bronze Knife,2748,2194,-554,16172,16172,0,2,1,0,1,-3064,814,3878,YES
Sleek Granite Shoes,2841,2066,-775,10879,10879,0,2,1,0,1,-3326,549,3875,YES
Aerodynamic Iron Table,2555,1782,-773,9383,9383,0,2,1,0,1,-3392,473,3865,YES
Ergonomic Concrete Clock,2645,1873,-772,9860,9860,0,1,0,0,1,-3365,495,3860,YES
Ergonomic Silk Car,2407,1635,-772,8610,8610,0,1,0,0,1,-3425,435,3860,YES
Practical Iron Wallet,2409,1446,-963,6092,6092,0,1,0,0,1,-3544,308,3852,YES
Lightweight Rubber Lamp,2622,1665,-957,7013,7013,0,2,1,0,1,-3475,353,3828,YES
Synergistic Linen Pants,1805,1384,-421,13116,13116,0,3,2,0,1,-3129,660,3789,YES
Ergonomic Bronze Car,1928,1615,-313,20405,20405,0,3,3,1,1,-2731,1025,3756,YES
Gorgeous Bronze Plate,2072,1134,-938,4776,4776,0,1,0,0,1,-3512,240,3752,YES
Rustic Cotton Clock,2861,2329,-532,17164,17164,0,2,1,0,1,-2863,861,3724,YES
Aerodynamic Steel Chair,2657,2126,-531,15670,15670,0,2,1,0,1,-2929,788,3717,YES
Aerodynamic Wool Car,2082,1346,-736,6845,6845,0,1,0,0,1,-3565,115,3680,YES
Heavy Duty Concrete Shirt,2931,2597,-334,30082,30082,0,4,2,0,2,-2159,1515,3674,YES
Aerodynamic Iron Knife,2503,1980,-523,14595,14595,0,2,1,0,1,-2926,735,3661,YES
Synergistic Concrete Coat,2691,1475,-1216,4512,4512,0,1,0,0,1,-3561,87,3648,YES
Lightweight Granite Pants,2267,1542,-725,8120,8120,0,1,0,0,1,-3215,410,3625,YES
Intelligent Marble Lamp,3078,2360,-718,12425,12425,0,2,1,0,1,-2965,625,3590,YES
Awesome Marble Bag,2215,1890,-325,21897,21897,0,3,1,0,2,-2468,1107,3575,YES
Rustic Aluminum Bag,2873,1981,-892,8344,8344,0,1,0,0,1,-3148,420,3568,YES
Durable Paper Shirt,1905,1198,-707,6310,6310,0,2,1,0,1,-3215,320,3535,YES
Enormous Paper Table,1926,1421,-505,10476,10476,0,2,1,0,1,-3006,529,3535,YES
Aerodynamic Wooden Gloves,2439,1850,-589,11690,11690,0,2,1,0,1,-2944,590,3534,YES
Small Plastic Pants,2418,1535,-883,6464,6464,0,1,0,0,1,-3208,324,3532,YES
Intelligent Rubber Computer,2939,2233,-706,11755,11755,0,1,0,0,1,-2940,590,3530,YES
Durable Aluminum Knife,2542,1663,-879,7004,7004,0,1,0,0,1,-3164,352,3516,YES
Practical Copper Knife,2767,1891,-876,7964,7964,0,1,0,0,1,-3104,400,3504,YES
Gorgeous Plastic Watch,3036,1873,-1163,5916,5916,0,1,0,0,1,-3192,297,3489,YES
Awesome Granite Pants,1952,1454,-498,10721,10721,0,2,1,0,1,-2943,543,3486,YES
Enormous Marble Chair,2537,1381,-1156,4362,4362,0,1,0,0,1,-3249,219,3468,YES
Sleek Leather Knife,3142,2283,-859,9616,9616,0,1,0,0,1,-2952,484,3436,YES
Aerodynamic Leather Clock,2248,1561,-687,8220,8220,0,1,0,0,1,-3020,415,3435,YES
Ergonomic Aluminum Watch,3192,2053,-1139,6488,6488,0,2,1,0,1,-3088,329,3417,YES
Heavy Duty Cotton Shoes,2920,2066,-854,8700,8700,0,1,0,0,1,-2980,436,3416,YES
Awesome Steel Knife,2073,1508,-565,9531,9531,0,2,1,0,1,-2907,483,3390,YES
Enormous Concrete Bench,2876,2029,-847,8546,8546,0,2,1,0,1,-2958,430,3388,YES
Heavy Duty Steel Watch,3038,2731,-307,31635,31635,0,3,2,1,2,-1783,1594,3377,YES
Gorgeous Wool Hat,2504,1663,-841,7004,7004,0,2,1,0,1,-3012,352,3364,YES
Mediocre Bronze Table,2609,1500,-1109,4737,4737,0,1,0,0,1,-3090,237,3327,YES
Aerodynamic Plastic Computer,2460,1797,-663,9460,9460,0,1,0,0,1,-2840,475,3315,YES
Practical Paper Watch,1778,1227,-551,7752,7752,0,2,1,0,1,-2916,390,3306,YES
Intelligent Leather Gloves,2459,1802,-657,9485,9485,0,1,0,0,1,-2810,475,3285,YES
Fantastic Bronze Gloves,2160,1615,-545,10202,10202,0,2,1,0,1,-2758,512,3270,YES
Ergonomic Cotton Watch,2088,1439,-649,7490,7490,0,1,0,0,1,-2950,295,3245,YES
Aerodynamic Rubber Coat,1699,1054,-645,5550,5550,0,1,0,0,1,-2945,280,3225,YES
Awesome Silk Shirt,3102,2463,-639,12968,12968,0,2,1,0,1,-2542,653,3195,YES
Synergistic Copper Gloves,3072,2441,-631,12850,12850,0,1,0,0,1,-2510,645,3155,YES
Sleek Aluminum Hat,2289,1659,-630,8735,8735,0,1,0,0,1,-2710,440,3150,YES
Heavy Duty Concrete Car,2806,2179,-627,11470,11470,0,1,0,0,1,-2560,575,3135,YES
Gorgeous Marble Bag,2574,1530,-1044,4794,4794,0,1,0,0,1,-2928,204,3132,YES
Intelligent Linen Clock,2652,2206,-446,16261,16261,0,2,0,0,2,-2303,819,3122,YES
Small Paper Plate,1765,1419,-346,13452,13452,0,3,1,0,2,-2433,681,3114,YES
Incredible Wooden Chair,2724,2102,-622,11065,11065,0,1,0,0,1,-2555,555,3110,YES
Aerodynamic Silk Gloves,2990,2377,-613,12515,12515,0,1,0,0,1,-2435,630,3065,YES
Mediocre Rubber Shirt,2747,2137,-610,11254,11254,0,2,1,0,1,-2481,569,3050,YES
Incredible Cotton Clock,2631,1870,-761,7876,7876,0,1,0,0,1,-2648,396,3044,YES
Synergistic Linen Table,1807,1428,-379,12033,12033,0,2,1,0,1,-2423,609,3032,YES
Aerodynamic Leather Plate,1994,1489,-505,9408,9408,0,2,1,0,1,-2556,474,3030,YES
Fantastic Iron Coat,2678,1921,-757,8092,8092,0,1,0,0,1,-2620,408,3028,YES
Heavy Duty Bronze Shirt,2676,2072,-604,10910,10910,0,1,0,0,1,-2470,550,3020,YES
Durable Plastic Computer,2446,1943,-503,12280,12280,0,2,0,0,2,-2396,622,3018,YES
Awesome Paper Shoes,1896,1393,-503,8804,8804,0,2,0,0,2,-2572,446,3018,YES
Mediocre Marble Clock,2518,1916,-602,10085,10085,0,1,0,0,1,-2505,505,3010,YES
Ergonomic Granite Shoes,2262,2031,-231,27795,27795,0,3,3,1,1,-1611,1392,3003,YES
Mediocre Wooden Knife,2574,1976,-598,10400,10400,0,1,0,0,1,-2470,520,2990,YES
Gorgeous Steel Wallet,2586,2213,-373,18644,18644,0,2,0,0,2,-2044,940,2984,YES
Durable Copper Keyboard,2747,2151,-596,11325,11325,0,1,0,0,1,-2410,570,2980,YES
Gorgeous Bronze Shirt,2050,1720,-330,16303,16303,0,3,1,0,2,-2147,823,2970,YES
Enormous Steel Gloves,2696,1956,-740,8236,8236,0,1,0,0,1,-2548,412,2960,YES
Durable Aluminum Hat,2277,1686,-591,8875,8875,0,1,0,0,1,-2510,445,2955,YES
Fantastic Concrete Clock,2645,2279,-366,19196,19196,0,2,0,0,2,-1964,964,2928,YES
Lightweight Cotton Plate,2200,1620,-580,8530,8530,0,1,0,0,1,-2470,430,2900,YES
Durable Wooden Bench,1988,1022,-966,3228,3228,0,1,0,0,1,-2736,162,2898,YES
Aerodynamic Concrete Chair,2398,1433,-965,4527,4527,0,2,1,0,1,-2667,228,2895,YES
Sleek Iron Shoes,2718,1274,-1444,2684,2684,0,1,0,0,1,-2752,136,2888,YES
Awesome Plastic Pants,2325,1608,-717,6620,6620,0,1,0,0,1,-2680,188,2868,YES
Lightweight Concrete Bench,2412,2004,-408,14774,14774,0,2,1,0,1,-2110,746,2856,YES
Practical Plastic Gloves,2415,1845,-570,9715,9715,0,1,0,0,1,-2360,490,2850,YES
Ergonomic Rubber Watch,3392,2681,-711,11292,11292,0,1,0,0,1,-2276,568,2844,YES
Synergistic Wooden Hat,2458,1513,-945,4779,4779,0,1,0,0,1,-2595,240,2835,YES
Heavy Duty Silk Wallet,2797,1392,-1405,2796,2796,0,1,0,0,1,-2798,12,2810,YES
Gorgeous Wooden Hat,2673,1739,-934,5493,5493,0,1,0,0,1,-2526,276,2802,YES
Practical Plastic Bag,2241,1681,-560,8850,8850,0,1,0,0,1,-2355,445,2800,YES
Intelligent Aluminum Knife,2985,2055,-930,6492,6492,0,1,0,0,1,-2463,327,2790,YES
Synergistic Granite Pants,2165,1468,-697,6184,6184,0,1,0,0,1,-2476,312,2788,YES
Heavy Duty Wooden Chair,2629,1934,-695,8144,8144,0,1,0,0,1,-2372,408,2780,YES
Small Cotton Shoes,3361,2806,-555,14772,14772,0,2,0,0,2,-2033,742,2775,YES
Synergistic Paper Car,2378,1824,-554,9605,9605,0,2,1,0,1,-2285,485,2770,YES
Durable Silk Watch,2362,1670,-692,7032,7032,0,1,0,0,1,-2416,352,2768,YES
Lightweight Steel Bottle,2091,1699,-392,12524,12524,0,2,0,0,2,-2113,631,2744,YES
Gorgeous Silk Chair,2337,1424,-913,4425,4425,0,1,0,0,1,-2586,153,2739,YES
Intelligent Granite Bench,1665,1274,-391,9395,9395,0,2,1,0,1,-2260,477,2737,YES
Awesome Cotton Coat,2335,1653,-682,6964,6964,0,1,0,0,1,-2376,352,2728,YES
Aerodynamic Leather Wallet,2070,1731,-339,14588,14588,0,2,1,0,1,-1972,740,2712,YES
Synergistic Plastic Lamp,2054,1718,-336,14475,14475,0,3,2,0,1,-1957,731,2688,YES
Intelligent Wool Computer,2851,1959,-892,5997,5997,0,1,0,0,1,-2556,120,2676,YES
Ergonomic Plastic Chair,1685,1151,-534,6062,6062,0,2,0,0,2,-2363,307,2670,YES
Practical Wooden Coat,2445,1778,-667,7488,7488,0,1,0,0,1,-2292,376,2668,YES
Fantastic Iron Bag,2575,1253,-1322,2638,2638,0,1,0,0,1,-2512,132,2644,YES
Rustic Marble Plate,2752,2095,-657,8824,8824,0,1,0,0,1,-2184,444,2628,YES
Intelligent Rubber Shirt,2911,2255,-656,9496,9496,0,1,0,0,1,-2148,476,2624,YES
Enormous Rubber Gloves,2810,1936,-874,5994,5994,0,1,0,0,1,-2436,186,2622,YES
Awesome Paper Keyboard,2851,1544,-1307,3232,3232,0,1,0,0,1,-2470,144,2614,YES
Sleek Linen Coat,2840,2194,-646,9240,9240,0,1,0,0,1,-2120,464,2584,YES
Gorgeous Leather Coat,2548,1905,-643,8026,8026,0,2,1,0,1,-2166,406,2572,YES
Fantastic Wool Plate,3068,1790,-1278,3768,3768,0,1,0,0,1,-2368,188,2556,YES
Incredible Linen Clock,2435,1799,-636,7576,7576,0,1,0,0,1,-2164,380,2544,YES
Intelligent Granite Chair,2507,1872,-635,7884,7884,0,1,0,0,1,-2144,396,2540,YES
Awesome Aluminum Knife,1981,1349,-632,5684,5684,0,1,0,0,1,-2240,288,2528,YES
Mediocre Paper Watch,1638,1135,-503,5695,5695,0,1,0,0,1,-2495,20,2515,YES
Synergistic Plastic Chair,2745,2243,-502,11810,11810,0,1,0,0,1,-1915,595,2510,YES
Fantastic Marble Hat,2273,1771,-502,9055,9055,0,1,0,0,1,-2310,200,2510,YES
Intelligent Iron Shoes,2247,1622,-625,6832,6832,0,1,0,0,1,-2156,344,2500,YES
Small Bronze Keyboard,2151,1318,-833,4164,4164,0,1,0,0,1,-2289,210,2499,YES
Heavy Duty Steel Clock,2323,1824,-499,9605,9605,0,1,0,0,1,-2010,485,2495,YES
Sleek Concrete Lamp,2157,1748,-409,11040,11040,0,2,1,0,1,-1902,552,2454,YES
Ergonomic Iron Hat,2587,1974,-613,8312,8312,0,1,0,0,1,-2036,416,2452,YES
Aerodynamic Wooden Wallet,2584,1972,-612,8304,8304,0,1,0,0,1,-2032,416,2448,YES
Mediocre Silk Bag,2488,1266,-1222,2616,2616,0,1,0,0,1,-2360,84,2444,YES
Synergistic Aluminum Lamp,2072,1258,-814,3975,3975,0,1,0,0,1,-2241,201,2442,YES
Gorgeous Cotton Hat,2602,2297,-305,19349,19349,0,3,1,0,2,-1467,973,2440,YES
Mediocre Paper Hat,2270,1785,-485,9395,9395,0,1,0,0,1,-1955,470,2425,YES
Synergistic Cotton Gloves,2185,1385,-800,4374,4374,0,1,0,0,1,-2181,219,2400,YES
Rustic Aluminum Keyboard,3080,2741,-339,20202,20202,0,2,0,0,2,-1358,1015,2373,YES
Enormous Wooden Lamp,3206,2020,-1186,4254,4254,0,1,0,0,1,-2158,214,2372,YES
Intelligent Silk Keyboard,2393,1919,-474,10100,10100,0,3,1,0,2,-1865,505,2370,YES
Intelligent Bronze Pants,1787,1491,-296,12565,12565,0,2,1,0,1,-1731,637,2368,YES
Awesome Steel Shoes,2331,1858,-473,9780,9780,0,1,0,0,1,-1875,490,2365,YES
Practical Bronze Wallet,2478,2242,-236,23615,23615,0,2,0,0,2,-1165,1195,2360,YES
Incredible Cotton Bag,3003,2218,-785,7005,7005,0,1,0,0,1,-2004,351,2355,YES
Heavy Duty Leather Car,2244,1657,-587,6980,6980,0,1,0,0,1,-1996,352,2348,YES
Fantastic Steel Knife,2588,2002,-586,8432,8432,0,1,0,0,1,-1920,424,2344,YES
Fantastic Paper Coat,2405,1938,-467,10202,10202,0,2,0,0,2,-1823,512,2335,YES
Lightweight Aluminum Keyboard,2251,1671,-580,6940,6940,0,1,0,0,1,-2064,256,2320,YES
Durable Cotton Bag,2692,2112,-580,8896,8896,0,1,0,0,1,-1872,448,2320,YES
Enormous Steel Keyboard,2576,1997,-579,8412,8412,0,1,0,0,1,-1892,424,2316,YES
Lightweight Rubber Wallet,2498,2035,-463,10716,10716,0,2,0,0,2,-1774,541,2315,YES
Intelligent Paper Computer,1848,1386,-462,7295,7295,0,1,0,0,1,-1945,365,2310,YES
Enormous Iron Wallet,2358,1782,-576,7324,7324,0,1,0,0,1,-2108,196,2304,YES
Rustic Steel Hat,2146,1378,-768,4206,4206,0,1,0,0,1,-2232,72,2304,YES
Practical Steel Gloves,2397,1821,-576,7668,7668,0,1,0,0,1,-1920,384,2304,YES
Practical Aluminum Gloves,2951,2491,-460,13116,13116,0,2,1,0,1,-1639,661,2300,YES
Practical Leather Computer,2341,1883,-458,9915,9915,0,1,0,0,1,-1790,500,2290,YES
Practical Bronze Bottle,2894,2323,-571,9785,9785,0,2,0,0,2,-1791,493,2284,YES
Enormous Linen Coat,2377,2052,-325,15126,15126,0,2,1,0,1,-1513,762,2275,YES
Enormous Marble Computer,2425,1667,-758,5265,5265,0,1,0,0,1,-2010,264,2274,YES
Gorgeous Steel Chair,2518,2196,-322,16184,16184,0,2,0,0,2,-1442,812,2254,YES
Rustic Linen Car,2156,1594,-562,6712,6712,0,2,1,0,1,-1912,336,2248,YES
Gorgeous Concrete Shirt,2594,2221,-373,14028,14028,0,2,1,0,1,-1536,702,2238,YES
Ergonomic Linen Keyboard,2784,2225,-559,9372,9372,0,1,0,0,1,-1764,472,2236,YES
Intelligent Plastic Bag,2221,1973,-248,18694,18694,0,3,1,0,2,-1295,937,2232,YES
Heavy Duty Concrete Bag,2107,1550,-557,6340,6340,0,1,0,0,1,-2088,140,2228,YES
